danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.846,0.524,4,-5.315,0,0.094,0.0699,0.0,0.217,0.854,91.866,audio_features,02ORKNJXIhiLVUDpC6PfoH,spotify:track:02ORKNJXIhiLVUDpC6PfoH,https://api.spotify.com/v1/tracks/02ORKNJXIhiLVUDpC6PfoH,https://api.spotify.com/v1/audio-analysis/02ORKNJXIhiLVUDpC6PfoH,228053,4
0.581,0.714,4,-6.637,0,0.195,0.00981,0.0,0.216,0.563,166.089,audio_features,1GxvjSEB6lQOLz2KITn32r,spotify:track:1GxvjSEB6lQOLz2KITn32r,https://api.spotify.com/v1/tracks/1GxvjSEB6lQOLz2KITn32r,https://api.spotify.com/v1/audio-analysis/1GxvjSEB6lQOLz2KITn32r,226493,4
0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
0.385,0.742,0,-5.547,1,0.318,0.00557,0.0,0.444,0.551,131.567,audio_features,5W4QQh6Vy1KJe4gnBrFFLa,spotify:track:5W4QQh6Vy1KJe4gnBrFFLa,https://api.spotify.com/v1/tracks/5W4QQh6Vy1KJe4gnBrFFLa,https://api.spotify.com/v1/audio-analysis/5W4QQh6Vy1KJe4gnBrFFLa,167867,4
0.797,0.63,6,-6.492,0,0.0284,0.411,0.0,0.136,0.59,112.003,audio_features,0NjSiGW8b5HYFfjdCbZzbg,spotify:track:0NjSiGW8b5HYFfjdCbZzbg,https://api.spotify.com/v1/tracks/0NjSiGW8b5HYFfjdCbZzbg,https://api.spotify.com/v1/audio-analysis/0NjSiGW8b5HYFfjdCbZzbg,212081,4
0.802,0.749,10,-8.953,0,0.0537,0.000114,0.934,0.0736,0.341,123.013,audio_features,5I8NszWtophuYkGWs57MA9,spotify:track:5I8NszWtophuYkGWs57MA9,https://api.spotify.com/v1/tracks/5I8NszWtophuYkGWs57MA9,https://api.spotify.com/v1/audio-analysis/5I8NszWtophuYkGWs57MA9,454739,4
0.819,0.924,4,-5.907,0,0.274,0.133,0.00785,0.706,0.839,95.992,audio_features,0gS2f4DyJ6bgN0iPoNBsvP,spotify:track:0gS2f4DyJ6bgN0iPoNBsvP,https://api.spotify.com/v1/tracks/0gS2f4DyJ6bgN0iPoNBsvP,https://api.spotify.com/v1/audio-analysis/0gS2f4DyJ6bgN0iPoNBsvP,240307,4
0.202,0.102,10,-20.847,1,0.037,0.48,0.817,0.115,0.187,87.531,audio_features,6QOeqsx5lpJvJ0a6jhqNvS,spotify:track:6QOeqsx5lpJvJ0a6jhqNvS,https://api.spotify.com/v1/tracks/6QOeqsx5lpJvJ0a6jhqNvS,https://api.spotify.com/v1/audio-analysis/6QOeqsx5lpJvJ0a6jhqNvS,247427,4
0.513,0.775,11,-5.137,0,0.0284,0.0929,0.0,0.404,0.518,112.194,audio_features,7vYA9ET5AUqJt5pBbhKmcB,spotify:track:7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/tracks/7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/audio-analysis/7vYA9ET5AUqJt5pBbhKmcB,149360,4
0.608,0.728,0,-8.773,1,0.337,0.339,3.39e-05,0.0917,0.331,129.885,audio_features,1kuID2OOHYr4rJjsEMMRG7,spotify:track:1kuID2OOHYr4rJjsEMMRG7,https://api.spotify.com/v1/tracks/1kuID2OOHYr4rJjsEMMRG7,https://api.spotify.com/v1/audio-analysis/1kuID2OOHYr4rJjsEMMRG7,245680,4
0.183,0.956,6,-2.514,0,0.165,0.0258,0.00323,0.612,0.275,158.028,audio_features,310CmUstbdDdogxSO340qU,spotify:track:310CmUstbdDdogxSO340qU,https://api.spotify.com/v1/tracks/310CmUstbdDdogxSO340qU,https://api.spotify.com/v1/audio-analysis/310CmUstbdDdogxSO340qU,380467,3
0.708,0.901,9,-3.317,0,0.0564,0.00613,4.09e-05,0.403,0.545,140.013,audio_features,6oKLeV0TzXgBOIN8wb1oMa,spotify:track:6oKLeV0TzXgBOIN8wb1oMa,https://api.spotify.com/v1/tracks/6oKLeV0TzXgBOIN8wb1oMa,https://api.spotify.com/v1/audio-analysis/6oKLeV0TzXgBOIN8wb1oMa,209240,4
0.65,0.861,0,-4.569,0,0.0297,0.0642,0.468,0.347,0.583,134.99,audio_features,4NgwVAyHTpGrapNGXgYVW7,spotify:track:4NgwVAyHTpGrapNGXgYVW7,https://api.spotify.com/v1/tracks/4NgwVAyHTpGrapNGXgYVW7,https://api.spotify.com/v1/audio-analysis/4NgwVAyHTpGrapNGXgYVW7,224078,4
0.348,0.686,8,-12.748,0,0.0319,0.0233,0.00256,0.145,0.635,178.466,audio_features,0cG9ocYqYOIVtgiWTmTe3g,spotify:track:0cG9ocYqYOIVtgiWTmTe3g,https://api.spotify.com/v1/tracks/0cG9ocYqYOIVtgiWTmTe3g,https://api.spotify.com/v1/audio-analysis/0cG9ocYqYOIVtgiWTmTe3g,295373,3
0.608,0.432,5,-7.187,0,0.0328,0.702,1.5e-05,0.174,0.309,116.674,audio_features,5INWQjz5kALapVU2PlZlv0,spotify:track:5INWQjz5kALapVU2PlZlv0,https://api.spotify.com/v1/tracks/5INWQjz5kALapVU2PlZlv0,https://api.spotify.com/v1/audio-analysis/5INWQjz5kALapVU2PlZlv0,218107,4
0.632,0.756,11,-7.921,0,0.0247,0.0391,0.0112,0.132,0.344,109.784,audio_features,4RppVgqR9yYoqLC3XCoqyX,spotify:track:4RppVgqR9yYoqLC3XCoqyX,https://api.spotify.com/v1/tracks/4RppVgqR9yYoqLC3XCoqyX,https://api.spotify.com/v1/audio-analysis/4RppVgqR9yYoqLC3XCoqyX,118047,4
0.224,0.494,11,-12.241,0,0.0362,0.047,0.00158,0.989,0.218,123.566,audio_features,6roY6Z2b0Q7DH3ZM4SRoTz,spotify:track:6roY6Z2b0Q7DH3ZM4SRoTz,https://api.spotify.com/v1/tracks/6roY6Z2b0Q7DH3ZM4SRoTz,https://api.spotify.com/v1/audio-analysis/6roY6Z2b0Q7DH3ZM4SRoTz,569267,4
0.751,0.537,9,-8.057,0,0.0632,0.0384,5.89e-05,0.407,0.725,135.052,audio_features,62zVtKEiLSHoIQE2wxlxM3,spotify:track:62zVtKEiLSHoIQE2wxlxM3,https://api.spotify.com/v1/tracks/62zVtKEiLSHoIQE2wxlxM3,https://api.spotify.com/v1/audio-analysis/62zVtKEiLSHoIQE2wxlxM3,324693,4
0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,audio_features,5qxChyzKLEyoPJ5qGrdurN,spotify:track:5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/tracks/5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/audio-analysis/5qxChyzKLEyoPJ5qGrdurN,246933,4
0.0772,0.143,9,-18.892,1,0.0423,0.961,0.724,0.103,0.0385,69.973,audio_features,2WFlUh3vI3duc27xe7miox,spotify:track:2WFlUh3vI3duc27xe7miox,https://api.spotify.com/v1/tracks/2WFlUh3vI3duc27xe7miox,https://api.spotify.com/v1/audio-analysis/2WFlUh3vI3duc27xe7miox,221227,3
0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,audio_features,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/tracks/1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,207039,4
0.33,0.65,1,-12.956,0,0.1,0.0457,0.00211,0.929,0.535,52.663,audio_features,1EDueL4DmDnPDYmxFZb54V,spotify:track:1EDueL4DmDnPDYmxFZb54V,https://api.spotify.com/v1/tracks/1EDueL4DmDnPDYmxFZb54V,https://api.spotify.com/v1/audio-analysis/1EDueL4DmDnPDYmxFZb54V,121967,4
0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,audio_features,6Pgkp4qUoTmJIPn7ReaGxL,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/tracks/6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/audio-analysis/6Pgkp4qUoTmJIPn7ReaGxL,181673,4
0.747,0.653,2,-7.281,1,0.0516,0.012,0.00471,0.0527,0.596,111.992,audio_features,3t4V6O5OTQFH9geJDaETaX,spotify:track:3t4V6O5OTQFH9geJDaETaX,https://api.spotify.com/v1/tracks/3t4V6O5OTQFH9geJDaETaX,https://api.spotify.com/v1/audio-analysis/3t4V6O5OTQFH9geJDaETaX,261227,4
0.297,0.01,5,-23.858,1,0.0395,0.923,0.565,0.219,0.234,87.765,audio_features,6qbUU40ECmhtaIpvhopr9e,spotify:track:6qbUU40ECmhtaIpvhopr9e,https://api.spotify.com/v1/tracks/6qbUU40ECmhtaIpvhopr9e,https://api.spotify.com/v1/audio-analysis/6qbUU40ECmhtaIpvhopr9e,105880,4
0.809,0.769,8,-8.319,0,0.0794,5.62e-05,0.904,0.0342,0.652,124.011,audio_features,6XcUmCLUCvlnQm5ln1aQnw,spotify:track:6XcUmCLUCvlnQm5ln1aQnw,https://api.spotify.com/v1/tracks/6XcUmCLUCvlnQm5ln1aQnw,https://api.spotify.com/v1/audio-analysis/6XcUmCLUCvlnQm5ln1aQnw,388988,4
0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,audio_features,0hPLZrnDgtKxrym1BHjDhd,spotify:track:0hPLZrnDgtKxrym1BHjDhd,https://api.spotify.com/v1/tracks/0hPLZrnDgtKxrym1BHjDhd,https://api.spotify.com/v1/audio-analysis/0hPLZrnDgtKxrym1BHjDhd,205352,4
0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,audio_features,2S8xyNRJX1XQdo3qnTuovI,spotify:track:2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/tracks/2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/audio-analysis/2S8xyNRJX1XQdo3qnTuovI,207920,4
0.611,0.384,2,-17.275,1,0.0341,0.158,0.919,0.13,0.247,119.005,audio_features,0pQr4vHwVp7JLhKatuf1t7,spotify:track:0pQr4vHwVp7JLhKatuf1t7,https://api.spotify.com/v1/tracks/0pQr4vHwVp7JLhKatuf1t7,https://api.spotify.com/v1/audio-analysis/0pQr4vHwVp7JLhKatuf1t7,431597,4
0.364,0.912,7,-2.968,1,0.107,0.000104,0.0025,0.086,0.666,105.368,audio_features,7mQwxVogsnpR3h6AJLQLlR,spotify:track:7mQwxVogsnpR3h6AJLQLlR,https://api.spotify.com/v1/tracks/7mQwxVogsnpR3h6AJLQLlR,https://api.spotify.com/v1/audio-analysis/7mQwxVogsnpR3h6AJLQLlR,189200,4
0.715,0.709,5,-6.134,1,0.0383,0.0632,0.00366,0.119,0.766,121.979,audio_features,1RHZ8N3GgdHve35MjjaKiB,spotify:track:1RHZ8N3GgdHve35MjjaKiB,https://api.spotify.com/v1/tracks/1RHZ8N3GgdHve35MjjaKiB,https://api.spotify.com/v1/audio-analysis/1RHZ8N3GgdHve35MjjaKiB,503772,4
0.464,0.511,2,-11.815,0,0.0329,0.437,0.0,0.149,0.84,96.856,audio_features,0u2LbmKA70atp4J59QUnHW,spotify:track:0u2LbmKA70atp4J59QUnHW,https://api.spotify.com/v1/tracks/0u2LbmKA70atp4J59QUnHW,https://api.spotify.com/v1/audio-analysis/0u2LbmKA70atp4J59QUnHW,283273,4
0.766,0.526,4,-9.777,0,0.075,0.0191,0.391,0.0835,0.178,154.033,audio_features,47DV3DqO5vRhlL3BNXCPrv,spotify:track:47DV3DqO5vRhlL3BNXCPrv,https://api.spotify.com/v1/tracks/47DV3DqO5vRhlL3BNXCPrv,https://api.spotify.com/v1/audio-analysis/47DV3DqO5vRhlL3BNXCPrv,305528,4
0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,audio_features,4nwKdZID1ht0lDBJ5h2p87,spotify:track:4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/tracks/4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/audio-analysis/4nwKdZID1ht0lDBJ5h2p87,146267,4
0.635,0.652,0,-4.303,0,0.127,0.0757,3.35e-05,0.337,0.322,147.955,audio_features,3eEMeaaT3otIimFCcYcS7i,spotify:track:3eEMeaaT3otIimFCcYcS7i,https://api.spotify.com/v1/tracks/3eEMeaaT3otIimFCcYcS7i,https://api.spotify.com/v1/audio-analysis/3eEMeaaT3otIimFCcYcS7i,183413,4
0.624,0.512,2,-10.041,1,0.0297,0.541,0.00478,0.26,0.685,93.059,audio_features,35lAjvsvS9k9HHuP1fjDT8,spotify:track:35lAjvsvS9k9HHuP1fjDT8,https://api.spotify.com/v1/tracks/35lAjvsvS9k9HHuP1fjDT8,https://api.spotify.com/v1/audio-analysis/35lAjvsvS9k9HHuP1fjDT8,245560,4
0.487,0.954,4,-2.985,1,0.113,0.000156,1.02e-06,0.197,0.59,160.092,audio_features,4G8ouLFUUdm2ICGrtM6JLl,spotify:track:4G8ouLFUUdm2ICGrtM6JLl,https://api.spotify.com/v1/tracks/4G8ouLFUUdm2ICGrtM6JLl,https://api.spotify.com/v1/audio-analysis/4G8ouLFUUdm2ICGrtM6JLl,252000,3
0.359,0.951,4,-3.126,1,0.0637,0.000362,3.75e-05,0.283,0.333,159.023,audio_features,57As4lhkpp6tB422daefKK,spotify:track:57As4lhkpp6tB422daefKK,https://api.spotify.com/v1/tracks/57As4lhkpp6tB422daefKK,https://api.spotify.com/v1/audio-analysis/57As4lhkpp6tB422daefKK,230793,3
0.827,0.819,3,-4.302,0,0.148,0.00525,0.0,0.184,0.325,145.016,audio_features,7H0NHzIEzCoIENLC2o8Obj,spotify:track:7H0NHzIEzCoIENLC2o8Obj,https://api.spotify.com/v1/tracks/7H0NHzIEzCoIENLC2o8Obj,https://api.spotify.com/v1/audio-analysis/7H0NHzIEzCoIENLC2o8Obj,160644,4
0.563,0.718,0,-5.171,1,0.104,0.000724,0.0,0.12,0.181,78.595,audio_features,1C11LSWzDGpnG7IeLIjnSi,spotify:track:1C11LSWzDGpnG7IeLIjnSi,https://api.spotify.com/v1/tracks/1C11LSWzDGpnG7IeLIjnSi,https://api.spotify.com/v1/audio-analysis/1C11LSWzDGpnG7IeLIjnSi,275226,4
0.65,0.495,6,-6.86,1,0.321,0.15,0.0,0.0903,0.652,101.033,audio_features,03X3YEhpBI3Yl651OdqOCr,spotify:track:03X3YEhpBI3Yl651OdqOCr,https://api.spotify.com/v1/tracks/03X3YEhpBI3Yl651OdqOCr,https://api.spotify.com/v1/audio-analysis/03X3YEhpBI3Yl651OdqOCr,205457,3
0.657,0.668,2,-6.208,1,0.137,0.0268,0.0,0.32,0.226,162.995,audio_features,1s9DTymg5UQrdorZf43JQm,spotify:track:1s9DTymg5UQrdorZf43JQm,https://api.spotify.com/v1/tracks/1s9DTymg5UQrdorZf43JQm,https://api.spotify.com/v1/audio-analysis/1s9DTymg5UQrdorZf43JQm,206333,4
0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,audio_features,3Xls4cNOwy01dtrNXb1inG,spotify:track:3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/tracks/3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,298333,4
0.616,0.684,7,-6.032,1,0.311,0.0305,0.0,0.376,0.312,179.503,audio_features,60Z57Wdrn0pEVpHI7d7GAX,spotify:track:60Z57Wdrn0pEVpHI7d7GAX,https://api.spotify.com/v1/tracks/60Z57Wdrn0pEVpHI7d7GAX,https://api.spotify.com/v1/audio-analysis/60Z57Wdrn0pEVpHI7d7GAX,309638,4
0.663,0.899,2,-5.344,1,0.0475,0.0168,0.686,0.108,0.0387,124.997,audio_features,60zlNUj0xotRgIqRS5sWTG,spotify:track:60zlNUj0xotRgIqRS5sWTG,https://api.spotify.com/v1/tracks/60zlNUj0xotRgIqRS5sWTG,https://api.spotify.com/v1/audio-analysis/60zlNUj0xotRgIqRS5sWTG,394090,4
0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,audio_features,4JRem7xHp2l0kmUvt9zCKu,spotify:track:4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/tracks/4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu,243280,4
0.714,0.502,2,-13.101,1,0.0568,0.0805,0.732,0.221,0.148,121.01,audio_features,0HeaCBYvSlf4ec1skbaSdr,spotify:track:0HeaCBYvSlf4ec1skbaSdr,https://api.spotify.com/v1/tracks/0HeaCBYvSlf4ec1skbaSdr,https://api.spotify.com/v1/audio-analysis/0HeaCBYvSlf4ec1skbaSdr,491901,4
0.788,0.859,1,-5.542,1,0.315,0.127,0.0,0.348,0.769,140.027,audio_features,4Li2WHPkuyCdtmokzW2007,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333,4
0.553,0.886,11,-5.579,0,0.0427,0.0178,0.0,0.0923,0.572,109.145,audio_features,2MAstBGsIzDt7DtTzLhf4L,spotify:track:2MAstBGsIzDt7DtTzLhf4L,https://api.spotify.com/v1/tracks/2MAstBGsIzDt7DtTzLhf4L,https://api.spotify.com/v1/audio-analysis/2MAstBGsIzDt7DtTzLhf4L,280160,4
0.572,0.673,1,-5.922,1,0.0484,0.0102,0.000203,0.335,0.117,169.758,audio_features,5a5D4ajzxfU64ucSRSinar,spotify:track:5a5D4ajzxfU64ucSRSinar,https://api.spotify.com/v1/tracks/5a5D4ajzxfU64ucSRSinar,https://api.spotify.com/v1/audio-analysis/5a5D4ajzxfU64ucSRSinar,216000,5
0.894,0.639,11,-7.959,1,0.327,0.0574,0.0,0.154,0.555,82.469,audio_features,1kEjalTH6Wm7XVYxp8esEL,spotify:track:1kEjalTH6Wm7XVYxp8esEL,https://api.spotify.com/v1/tracks/1kEjalTH6Wm7XVYxp8esEL,https://api.spotify.com/v1/audio-analysis/1kEjalTH6Wm7XVYxp8esEL,117120,4
0.816,0.635,10,-8.354,0,0.0517,0.105,0.846,0.105,0.307,124.005,audio_features,4QHKR48C18rwlpSYW6rH7p,spotify:track:4QHKR48C18rwlpSYW6rH7p,https://api.spotify.com/v1/tracks/4QHKR48C18rwlpSYW6rH7p,https://api.spotify.com/v1/audio-analysis/4QHKR48C18rwlpSYW6rH7p,411125,4
0.65,0.985,6,-3.356,0,0.133,0.0615,0.281,0.324,0.656,153.029,audio_features,6xpjDIL734Jzr5ub8aos8s,spotify:track:6xpjDIL734Jzr5ub8aos8s,https://api.spotify.com/v1/tracks/6xpjDIL734Jzr5ub8aos8s,https://api.spotify.com/v1/audio-analysis/6xpjDIL734Jzr5ub8aos8s,242056,4
0.775,0.757,9,-4.139,1,0.202,0.162,0.0,0.148,0.557,142.933,audio_features,3BYIzNZ3t9lRQCACXSMLrT,spotify:track:3BYIzNZ3t9lRQCACXSMLrT,https://api.spotify.com/v1/tracks/3BYIzNZ3t9lRQCACXSMLrT,https://api.spotify.com/v1/audio-analysis/3BYIzNZ3t9lRQCACXSMLrT,188800,4
0.66,0.275,7,-11.038,0,0.0716,0.765,9.37e-05,0.226,0.0688,134.714,audio_features,3CTr7gEOXRI2Jhe6bVVZUd,spotify:track:3CTr7gEOXRI2Jhe6bVVZUd,https://api.spotify.com/v1/tracks/3CTr7gEOXRI2Jhe6bVVZUd,https://api.spotify.com/v1/audio-analysis/3CTr7gEOXRI2Jhe6bVVZUd,169766,4
0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,audio_features,3iH29NcCxYgI5shlkZrUoB,spotify:track:3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/tracks/3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/audio-analysis/3iH29NcCxYgI5shlkZrUoB,136568,4
0.721,0.335,7,-7.377,1,0.0383,0.419,3.42e-05,0.242,0.489,126.383,audio_features,4ybmXfJBtGT5rWvt5xDl59,spotify:track:4ybmXfJBtGT5rWvt5xDl59,https://api.spotify.com/v1/tracks/4ybmXfJBtGT5rWvt5xDl59,https://api.spotify.com/v1/audio-analysis/4ybmXfJBtGT5rWvt5xDl59,290867,4
0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4
0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,audio_features,6OaVWaGfhXn70ZJfdVcabn,spotify:track:6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/audio-analysis/6OaVWaGfhXn70ZJfdVcabn,218284,4
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
0.503,0.508,10,-11.094,0,0.52,0.486,0.0102,0.124,0.317,81.908,audio_features,0qGFnxDIqGBIq2D3zNbjk9,spotify:track:0qGFnxDIqGBIq2D3zNbjk9,https://api.spotify.com/v1/tracks/0qGFnxDIqGBIq2D3zNbjk9,https://api.spotify.com/v1/audio-analysis/0qGFnxDIqGBIq2D3zNbjk9,273640,4
0.873,0.582,5,-9.901,1,0.047,0.0282,0.0699,0.182,0.77,122.005,audio_features,24HPkbkXJsIFC4eyg63zgQ,spotify:track:24HPkbkXJsIFC4eyg63zgQ,https://api.spotify.com/v1/tracks/24HPkbkXJsIFC4eyg63zgQ,https://api.spotify.com/v1/audio-analysis/24HPkbkXJsIFC4eyg63zgQ,255613,4
0.807,0.546,4,-11.121,0,0.056,0.00737,0.871,0.119,0.68,123.001,audio_features,3iL38UbMZu6WjrIjDuxdgY,spotify:track:3iL38UbMZu6WjrIjDuxdgY,https://api.spotify.com/v1/tracks/3iL38UbMZu6WjrIjDuxdgY,https://api.spotify.com/v1/audio-analysis/3iL38UbMZu6WjrIjDuxdgY,472195,4
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
0.753,0.895,9,-2.385,0,0.0508,0.498,3.85e-05,0.0431,0.886,119.171,audio_features,7gNI9f8NTCU6hLV0pLkTT7,spotify:track:7gNI9f8NTCU6hLV0pLkTT7,https://api.spotify.com/v1/tracks/7gNI9f8NTCU6hLV0pLkTT7,https://api.spotify.com/v1/audio-analysis/7gNI9f8NTCU6hLV0pLkTT7,259067,4
0.324,0.986,1,-8.144,1,0.0748,0.000768,0.0353,0.562,0.217,103.516,audio_features,1dbgCI9Pxz2MQRINRFraM9,spotify:track:1dbgCI9Pxz2MQRINRFraM9,https://api.spotify.com/v1/tracks/1dbgCI9Pxz2MQRINRFraM9,https://api.spotify.com/v1/audio-analysis/1dbgCI9Pxz2MQRINRFraM9,48699,1
0.682,0.712,8,-6.729,1,0.043,0.0607,0.0,0.0803,0.389,88.972,audio_features,5qlMnLiXrng74JgJtQ8I8F,spotify:track:5qlMnLiXrng74JgJtQ8I8F,https://api.spotify.com/v1/tracks/5qlMnLiXrng74JgJtQ8I8F,https://api.spotify.com/v1/audio-analysis/5qlMnLiXrng74JgJtQ8I8F,218867,4
0.357,0.53,0,-11.848,1,0.0439,0.389,0.000673,0.101,0.0333,129.953,audio_features,5HqyXuSH2Hi0t7KPWYmT38,spotify:track:5HqyXuSH2Hi0t7KPWYmT38,https://api.spotify.com/v1/tracks/5HqyXuSH2Hi0t7KPWYmT38,https://api.spotify.com/v1/audio-analysis/5HqyXuSH2Hi0t7KPWYmT38,132000,4
0.828,0.581,0,-2.659,1,0.0429,0.0423,0.000903,0.109,0.145,133.999,audio_features,2BmCen4Ww7ps0EBbobxWsH,spotify:track:2BmCen4Ww7ps0EBbobxWsH,https://api.spotify.com/v1/tracks/2BmCen4Ww7ps0EBbobxWsH,https://api.spotify.com/v1/audio-analysis/2BmCen4Ww7ps0EBbobxWsH,200627,4
0.607,0.556,0,-14.412,0,0.0302,0.019,0.924,0.0905,0.159,126.005,audio_features,50nFKeez2s30DzmnJnnRO5,spotify:track:50nFKeez2s30DzmnJnnRO5,https://api.spotify.com/v1/tracks/50nFKeez2s30DzmnJnnRO5,https://api.spotify.com/v1/audio-analysis/50nFKeez2s30DzmnJnnRO5,649447,4
0.772,0.885,1,-4.736,1,0.0847,0.193,9.48e-06,0.0953,0.512,94.98,audio_features,4XVfNwP88Hn9kSkXVnxj2S,spotify:track:4XVfNwP88Hn9kSkXVnxj2S,https://api.spotify.com/v1/tracks/4XVfNwP88Hn9kSkXVnxj2S,https://api.spotify.com/v1/audio-analysis/4XVfNwP88Hn9kSkXVnxj2S,205360,4
0.621,0.185,2,-19.088,1,0.0344,0.754,0.0,0.215,0.592,83.545,audio_features,6NayIkUhQX2HEixCmvbKvY,spotify:track:6NayIkUhQX2HEixCmvbKvY,https://api.spotify.com/v1/tracks/6NayIkUhQX2HEixCmvbKvY,https://api.spotify.com/v1/audio-analysis/6NayIkUhQX2HEixCmvbKvY,189547,4
0.922,0.673,5,-6.416,0,0.15,0.459,0.0,0.12,0.702,133.998,audio_features,7vkL4wrBEmzr1wsiWRd1zO,spotify:track:7vkL4wrBEmzr1wsiWRd1zO,https://api.spotify.com/v1/tracks/7vkL4wrBEmzr1wsiWRd1zO,https://api.spotify.com/v1/audio-analysis/7vkL4wrBEmzr1wsiWRd1zO,214985,4
0.944,0.76,11,-4.355,0,0.0851,0.116,0.0,0.113,0.545,98.001,audio_features,6VWUOFXGwH1OgyPrfRONrn,spotify:track:6VWUOFXGwH1OgyPrfRONrn,https://api.spotify.com/v1/tracks/6VWUOFXGwH1OgyPrfRONrn,https://api.spotify.com/v1/audio-analysis/6VWUOFXGwH1OgyPrfRONrn,217907,4
0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
